species,target_pos,n_train,n_train_pos,n_test_pos,n_test,model,accuracy,f1,average_precision,auroc
Illadopsis albipectus,100,400,100,72,9542,linear_probe,0.9402640955774471,0.20168067226890757,0.44731413891497196,0.9907969611639095
Illadopsis albipectus,100,400,100,72,9542,autogluon,0.9778872353804234,0.3775811209439528,0.4521198804733565,0.991152616449607
Illadopsis fulvescens,5,20,5,35,9542,linear_probe,0.9626912596939845,0.14832535885167464,0.4162526087152591,0.9881981697696434
Illadopsis fulvescens,5,20,5,35,9542,autogluon,0.9963320058687906,0.10256410256410256,0.35326317452242284,0.9797307247291469
Illadopsis fulvescens,25,100,25,35,9542,linear_probe,0.9619576608677426,0.15777262180974477,0.5120177953689522,0.9939413064058062
Illadopsis fulvescens,25,100,25,35,9542,autogluon,0.9888912177740515,0.3291139240506329,0.3997034828677857,0.992686591834588
Illadopsis fulvescens,100,400,100,35,9542,linear_probe,0.9612240620415007,0.1590909090909091,0.5481131104532009,0.9966941652015808
Illadopsis fulvescens,100,400,100,35,9542,autogluon,0.9770488367218613,0.23157894736842105,0.4813852837097138,0.9942929270161834
Indicator minor,5,20,5,2,9542,linear_probe,0.9959128065395095,0.09302325581395349,0.6666666666666666,0.99979035639413
Indicator minor,5,20,5,2,9542,autogluon,0.999580800670719,0.5,0.75,0.999895178197065
Iole propinqua,5,20,5,8,9542,linear_probe,0.977363236218822,0.06896551724137931,0.05057784401492298,0.987308579819593
Iole propinqua,5,20,5,8,9542,autogluon,0.992559211905261,0.0273972602739726,0.036073529474817026,0.9822018565135305
Iole propinqua,25,100,25,8,9542,linear_probe,0.9747432404108154,0.0622568093385214,0.04362295576203748,0.9900881057268722
Iole propinqua,25,100,25,8,9542,autogluon,0.9857472228044435,0.08108108108108109,0.05448126757849444,0.9903437696664568
Irena puella,5,20,5,10,9542,linear_probe,0.9760008383986586,0.0728744939271255,0.3903700074654721,0.9913239613932019
Irena puella,5,20,5,10,9542,autogluon,0.9935024103961434,0.20512820512820512,0.36801726913127397,0.9860155266470835
Irena puella,25,100,25,10,9542,linear_probe,0.9729616432613708,0.06521739130434782,0.5666169610018439,0.9959924464960135
Irena puella,25,100,25,10,9542,autogluon,0.9883672186124502,0.13953488372093023,0.6358448276696308,0.9953052874527906
Ispidina picta,5,20,5,3,9542,linear_probe,0.9518968769649968,0.012903225806451613,0.03478105371392807,0.9919278750393123
Ispidina picta,5,20,5,3,9542,autogluon,0.9988472018444771,0.0,0.0050988950297942495,0.9616311982388092
Jynx torquilla,5,20,5,2,9542,linear_probe,0.9942360092223852,0.06779661016949153,1.0,1.0
Jynx torquilla,5,20,5,2,9542,autogluon,1.0,1.0,1.0,1.0
Kleinothraupis atropileus,5,20,5,7,9542,linear_probe,0.9941312093900649,0.2,0.6244897959183673,0.9993407745898569
Kleinothraupis atropileus,5,20,5,7,9542,autogluon,0.9987424020121568,0.5384615384615384,0.5305227354099535,0.9994681249531799
Kleinothraupis atropileus,25,100,25,7,9542,linear_probe,0.9946552085516663,0.2153846153846154,0.7394034536891678,0.9994306689639674
Kleinothraupis atropileus,25,100,25,7,9542,autogluon,0.9973800041919932,0.32432432432432434,0.6255102040816326,0.9993033186006443
Kurochkinegramma hypogrammicum,5,20,5,30,9542,linear_probe,0.9826032278348354,0.20952380952380953,0.276585911258285,0.977887580599944
Kurochkinegramma hypogrammicum,5,20,5,30,9542,autogluon,0.9962272060364703,0.21739130434782608,0.17141725290079343,0.9508480515839641
Kurochkinegramma hypogrammicum,25,100,25,30,9542,linear_probe,0.9575560679102914,0.11764705882352941,0.35811530672279357,0.9884391645640594
Kurochkinegramma hypogrammicum,25,100,25,30,9542,autogluon,0.9860616223014044,0.23121387283236994,0.2286591634369572,0.9854114101485844
Kurochkinegramma hypogrammicum,100,400,100,30,9542,linear_probe,0.9540976734437225,0.12048192771084337,0.3514017714900676,0.9923605270535464
Kurochkinegramma hypogrammicum,100,400,100,30,9542,autogluon,0.95703206874869,0.1276595744680851,0.29618804373847707,0.9935800392486683
Lacedo pulchella,5,20,5,75,9542,linear_probe,0.9277929155313351,0.15667074663402691,0.38365183289966515,0.9686123728037745
Lacedo pulchella,5,20,5,75,9542,autogluon,0.9927688115699015,0.14814814814814814,0.3520699423597706,0.9468314495968452
Lacedo pulchella,25,100,25,75,9542,linear_probe,0.947285684342905,0.22256568778979907,0.6165149149396218,0.9901242913981902
Lacedo pulchella,25,100,25,75,9542,autogluon,0.9921400125759798,0.0,0.16415441596793626,0.9164212527727896
Lacedo pulchella,100,400,100,75,9542,linear_probe,0.9743240410815343,0.37659033078880405,0.8234675446059402,0.9976888137741629
Lacedo pulchella,100,400,100,75,9542,autogluon,0.971075246279606,0.3459715639810427,0.653982772261035,0.9946114573430512
Lamprotornis splendidus,5,20,5,2,9542,linear_probe,0.9677216516453574,0.01282051282051282,0.6,0.9995807127882599
Lamprotornis splendidus,5,20,5,2,9542,autogluon,0.9990568015091176,0.18181818181818182,0.10458715596330276,0.9887054507337526
Laniarius atroflavus,5,20,5,120,9542,linear_probe,0.9921400125759798,0.6963562753036437,0.7694461007912986,0.9928014222033539
Laniarius atroflavus,5,20,5,120,9542,autogluon,0.9900440159295745,0.3448275862068966,0.7419843334472145,0.984645422061841
Laniarius atroflavus,25,100,25,120,9542,linear_probe,0.985537623139803,0.6101694915254238,0.7349221754551839,0.994991332342744
Laniarius atroflavus,25,100,25,120,9542,autogluon,0.992559211905261,0.6787330316742082,0.7502933749403777,0.9936420965117102
Laniarius atroflavus,100,400,100,120,9542,linear_probe,0.9809264305177112,0.553921568627451,0.7948489331562707,0.9957227764805774
Laniarius atroflavus,100,400,100,120,9542,autogluon,0.9940264095577447,0.7574468085106383,0.8105571254664258,0.9947357248991722
Laniarius luehderi,5,20,5,13,9542,linear_probe,0.9911968140850974,0.19230769230769232,0.248551974168773,0.9890940206818053
Laniarius luehderi,5,20,5,13,9542,autogluon,0.9984280025151959,0.11764705882352941,0.15998091324100552,0.9451916013464969
Laniarius luehderi,25,100,25,13,9542,linear_probe,0.9793544330329071,0.11659192825112108,0.546774854341744,0.9981352470595833
Laniarius luehderi,25,100,25,13,9542,autogluon,0.9960176063718298,0.24,0.31952934868522875,0.9873826456888688
Lanius meridionalis,5,20,5,5,9542,linear_probe,0.9933976105638231,0.136986301369863,1.0,1.0
Lanius meridionalis,5,20,5,5,9542,autogluon,1.0,1.0,1.0,1.0
Lanius nubicus,5,20,5,2,9542,linear_probe,0.9419408928945714,0.007168458781362007,0.03263358778625954,0.9922431865828092
Lanius nubicus,5,20,5,2,9542,autogluon,0.9996856005030392,0.0,0.00891692040017399,0.9839360587002096
Larus argentatus,5,20,5,19,9542,linear_probe,0.9981136030182352,0.625,0.7505207269976452,0.9760966524259825
Larus argentatus,5,20,5,19,9542,autogluon,0.9982184028505554,0.19047619047619047,0.6733864270189562,0.9177448504175487
Larus argentatus,25,100,25,19,9542,linear_probe,0.9928736114022217,0.34615384615384615,0.842954268226812,0.9985851428950407
Larus argentatus,25,100,25,19,9542,autogluon,0.9994760008383986,0.8648648648648649,0.8621136551477528,0.997424517926129
Lathrotriccus euleri,5,20,5,20,9542,linear_probe,0.9729616432613708,0.11643835616438356,0.5085516499541766,0.9855702583490863
Lathrotriccus euleri,5,20,5,20,9542,autogluon,0.9984280025151959,0.5161290322580645,0.4476186878397539,0.9849742701113211
Lathrotriccus euleri,25,100,25,20,9542,linear_probe,0.9728568434290505,0.12794612794612795,0.6073584931738732,0.9945967233774416
Lathrotriccus euleri,25,100,25,20,9542,autogluon,0.9923496122406205,0.2912621359223301,0.626811659581823,0.9946623608485612
Legatus leucophaius,5,20,5,51,9542,linear_probe,0.9839656256549989,0.3651452282157676,0.7377119572738022,0.9954797217591072
Legatus leucophaius,5,20,5,51,9542,autogluon,0.9964368057011109,0.5142857142857142,0.6618788709354072,0.9926359543922932
Legatus leucophaius,25,100,25,51,9542,linear_probe,0.9788304338713059,0.31756756756756754,0.8413383062023099,0.9964899667590141
Legatus leucophaius,25,100,25,51,9542,autogluon,0.9979040033535946,0.7872340425531915,0.8493923059649864,0.9945242241876204
Legatus leucophaius,100,400,100,51,9542,linear_probe,0.9923496122406205,0.5780346820809249,0.9056113443339127,0.9992211403579448
Legatus leucophaius,100,400,100,51,9542,autogluon,0.9842800251519598,0.40476190476190477,0.8876840794763527,0.9990889201534582
Leptocoma brasiliana,5,20,5,6,9542,linear_probe,0.9767344372249004,0.05128205128205128,0.5543123543123543,0.9980425055928411
Leptocoma brasiliana,5,20,5,6,9542,autogluon,0.999580800670719,0.6,0.5455163393872434,0.9799094658836689
Leptotila rufaxilla,5,20,5,4,9542,linear_probe,0.98438482498428,0.050955414012738856,1.0,1.0
Leptotila rufaxilla,5,20,5,4,9542,autogluon,0.9997904003353595,0.8,0.95,0.999973789054309
Leptotila rufaxilla,25,100,25,4,9542,linear_probe,0.9662544539928736,0.024242424242424242,1.0,1.0
Leptotila rufaxilla,25,100,25,4,9542,autogluon,0.9939216097254244,0.12121212121212122,1.0,1.0
Leptotila verreauxi,5,20,5,23,9542,linear_probe,0.9639488576818277,0.10416666666666667,0.1925694549434528,0.961852039627838
Leptotila verreauxi,5,20,5,23,9542,autogluon,0.9953888073779082,0.3333333333333333,0.14239626634420327,0.9753787619269471
Leptotila verreauxi,25,100,25,23,9542,linear_probe,0.9565080695870887,0.09190371991247265,0.35580303392848545,0.990494982574896
Leptotila verreauxi,25,100,25,23,9542,autogluon,0.9867952211276462,0.23170731707317074,0.29446124109887123,0.9754175858808698
Linaria cannabina,5,20,5,1,9542,linear_probe,0.9380632990987214,0.003372681281618887,1.0,1.0
Linaria cannabina,5,20,5,1,9542,autogluon,0.9991616013414378,0.2,0.16666666666666666,0.9994759459176188
Linurgus olivaceus,5,20,5,8,9542,linear_probe,0.9894152169356529,0.12173913043478261,0.11373072288155642,0.9947556114956996
Linurgus olivaceus,5,20,5,8,9542,autogluon,0.9990568015091176,0.0,0.047073981559407375,0.984706052024334
Linurgus olivaceus,25,100,25,8,9542,linear_probe,0.9670928526514357,0.048484848484848485,0.3415129319438326,0.9963944829032935
Linurgus olivaceus,25,100,25,8,9542,autogluon,0.9938168098931042,0.16901408450704225,0.1821123997762598,0.9924611915250681
Lophophanes cristatus,5,20,5,14,9542,linear_probe,0.9673024523160763,0.07692307692307693,0.7505648178417057,0.996101715245292
Lophophanes cristatus,5,20,5,14,9542,autogluon,0.9991616013414378,0.6,0.7099058949002522,0.9899694134580784
Lophophanes cristatus,25,100,25,14,9542,linear_probe,0.9425696918884929,0.04861111111111111,0.7624373931231662,0.9983657190836033
Lophophanes cristatus,25,100,25,14,9542,autogluon,0.9977992035212744,0.5116279069767442,0.7677323331155789,0.997792221422574
Loriculus vernalis,5,20,5,14,9542,linear_probe,0.9777824355481031,0.11666666666666667,0.3385725281131493,0.9964990404222143
Loriculus vernalis,5,20,5,14,9542,autogluon,0.9974848040243136,0.29411764705882354,0.2690108777579473,0.9955094758306345
Loriculus vernalis,25,100,25,14,9542,linear_probe,0.9736952420876127,0.1003584229390681,0.23260377808713228,0.9962291591699651
Loriculus vernalis,25,100,25,14,9542,autogluon,0.985118423810522,0.16470588235294117,0.2601864030435459,0.9969788293151014
Loxia curvirostra,5,20,5,7,9542,linear_probe,0.9790400335359464,0.05660377358490566,0.2924999951525267,0.9863210727395311
Loxia curvirostra,5,20,5,7,9542,autogluon,0.9982184028505554,0.10526315789473684,0.10009936453204799,0.970050191025545
Loxia curvirostra,25,100,25,7,9542,linear_probe,0.9639488576818277,0.03910614525139665,0.39780653209224637,0.9943666192224137
Loxia curvirostra,25,100,25,7,9542,autogluon,0.9966464053657514,0.2,0.299171399291793,0.9928683796539066
Lullula arborea,5,20,5,25,9542,linear_probe,0.839446656885349,0.027918781725888325,0.5333459590665997,0.9601218871493118
Lullula arborea,5,20,5,25,9542,autogluon,0.9977992035212744,0.4,0.4017716921201713,0.9481874540296312
Lullula arborea,25,100,25,25,9542,linear_probe,0.9469712848459443,0.08333333333333333,0.4613298820645292,0.9830450772302196
Lullula arborea,25,100,25,25,9542,autogluon,0.8902745755606791,0.043835616438356165,0.4421035113222145,0.9785037301670694
Lullula arborea,100,400,100,25,9542,linear_probe,0.9572416684133306,0.1013215859030837,0.5448061968883087,0.987260691394347
Lullula arborea,100,400,100,25,9542,autogluon,0.99612240620415,0.4931506849315068,0.5991303327522991,0.9684081117999369
Luscinia megarhynchos,5,20,5,382,9542,linear_probe,0.939844896248166,0.5160202360876898,0.5971510683029946,0.9627943597247308
Luscinia megarhynchos,5,20,5,382,9542,autogluon,0.959756864389017,0.0,0.35587575544081923,0.9258606449621619
Luscinia megarhynchos,25,100,25,382,9542,linear_probe,0.9510584783064348,0.5788999098286745,0.6950387801242462,0.9723727680102426
Luscinia megarhynchos,25,100,25,382,9542,autogluon,0.9744288409138545,0.5821917808219178,0.7049130865752117,0.966815656507922
Luscinia megarhynchos,100,400,100,382,9542,linear_probe,0.9584992664011738,0.6271186440677966,0.7410766277758671,0.9790258693614394
Luscinia megarhynchos,100,400,100,382,9542,autogluon,0.9775728358834626,0.7002801120448179,0.7565571944135128,0.9784780173300717
Lyrurus tetrix,5,20,5,15,9542,linear_probe,0.9685600503039196,0.0625,0.29692950519364264,0.9824708722577936
Lyrurus tetrix,5,20,5,15,9542,autogluon,0.9976944036889541,0.21428571428571427,0.1444622008556703,0.9727581260277808
Lyrurus tetrix,25,100,25,15,9542,linear_probe,0.9216097254244393,0.03608247422680412,0.313828833122379,0.9835974948392289
Lyrurus tetrix,25,100,25,15,9542,autogluon,0.9916160134143785,0.21568627450980393,0.24097260397900186,0.9883908890521675
Mackenziaena severa,5,20,5,13,9542,linear_probe,0.9512680779710753,0.05295315682281059,0.08795479759177427,0.9913623997998015
Mackenziaena severa,5,20,5,13,9542,autogluon,0.9900440159295745,0.09523809523809523,0.06627988580723897,0.9884240012270237
Mackenziaena severa,25,100,25,13,9542,linear_probe,0.9579752672395724,0.06088992974238876,0.08525766873355853,0.9901030861257538
Mackenziaena severa,25,100,25,13,9542,autogluon,0.9747432404108154,0.09056603773584905,0.16067513539496397,0.9870879985792359
Macronus ptilosus,5,20,5,112,9542,linear_probe,0.9655208551666318,0.3188405797101449,0.3030476069724791,0.9448719890925619
Macronus ptilosus,5,20,5,112,9542,autogluon,0.9866904212953259,0.18064516129032257,0.17181375525046028,0.8844976139978791
Macronus ptilosus,25,100,25,112,9542,linear_probe,0.9620624607000628,0.3693379790940767,0.35986460584083246,0.9852796924708377
Macronus ptilosus,25,100,25,112,9542,autogluon,0.9504296793125131,0.2689335394126739,0.28516804577531407,0.9659388728980458
Macronus ptilosus,100,400,100,112,9542,linear_probe,0.9616432613707818,0.37542662116040953,0.4252635172881487,0.9903783517648841
Macronus ptilosus,100,400,100,112,9542,autogluon,0.9619576608677426,0.37521514629948366,0.40073092261121834,0.988947697318588
Malacopteron affine,5,20,5,238,9542,linear_probe,0.755501991196814,0.16229802513464991,0.3072307695440783,0.9356985700557092
Malacopteron affine,5,20,5,238,9542,autogluon,0.8916369733808426,0.23293768545994065,0.23667134749139435,0.9048227201456679
Malacopteron affine,25,100,25,238,9542,linear_probe,0.8884929784112345,0.2906666666666667,0.5421698178127297,0.9671005332485532
Malacopteron affine,25,100,25,238,9542,autogluon,0.9684552504715992,0.48013816925734026,0.47703584170404034,0.956232568263763
Malacopteron affine,100,400,100,238,9542,linear_probe,0.9322993083211066,0.4148550724637681,0.7225122951849657,0.9855461101035428
Malacopteron affine,100,400,100,238,9542,autogluon,0.9739048417522532,0.5911330049261084,0.6962478728327237,0.979670124713686
Malacopteron cinereum,5,20,5,99,9542,linear_probe,0.9648920561727101,0.32595573440643866,0.529496697661478,0.9734547636697377
Malacopteron cinereum,5,20,5,99,9542,autogluon,0.989834416264934,0.0761904761904762,0.2748268564746777,0.9464602607671548
Malacopteron cinereum,25,100,25,99,9542,linear_probe,0.9393208970865646,0.23715415019762845,0.6002390830541632,0.9830359081656339
Malacopteron cinereum,25,100,25,99,9542,autogluon,0.9916160134143785,0.6363636363636364,0.6437778836742498,0.9800637958532694
Malacopteron cinereum,100,400,100,99,9542,linear_probe,0.9684552504715992,0.37681159420289856,0.7532747595875535,0.9933144855309421
Malacopteron cinereum,100,400,100,99,9542,autogluon,0.9875288199538881,0.5703971119133574,0.7189117703493498,0.9923838619168492
Malacopteron magnirostre,5,20,5,924,9542,linear_probe,0.869524208761266,0.5806668912091614,0.6571711050408585,0.9538597860714361
Malacopteron magnirostre,5,20,5,924,9542,autogluon,0.9105009431984908,0.20186915887850468,0.5655450146596651,0.9345408884455066
Malacopteron magnirostre,25,100,25,924,9542,linear_probe,0.840599455040872,0.5452914798206278,0.6959396712622391,0.9604739752395822
Malacopteron magnirostre,25,100,25,924,9542,autogluon,0.9248585202263676,0.6313624678663239,0.6807315158605457,0.9595439902790797
Malacopteron magnirostre,100,400,100,924,9542,linear_probe,0.9347097044644729,0.735680950360628,0.8229408322837402,0.9803834770474362
Malacopteron magnirostre,100,400,100,924,9542,autogluon,0.9326137078180675,0.7248609328198545,0.8132649171497909,0.9779723979509312
Malacopteron magnum,5,20,5,172,9542,linear_probe,0.9349193041291134,0.2188679245283019,0.26889298363230907,0.9130053858181729
Malacopteron magnum,5,20,5,172,9542,autogluon,0.9829176273317962,0.11891891891891893,0.24630002715078536,0.8718991213918741
Malacopteron magnum,25,100,25,172,9542,linear_probe,0.9453992873611402,0.3479349186483104,0.4743966166509634,0.9667134099426671
Malacopteron magnum,25,100,25,172,9542,autogluon,0.9166841333053867,0.2699724517906336,0.32847440842928705,0.9598979921074184
Malacopteron magnum,100,400,100,172,9542,linear_probe,0.9503248794801928,0.3938618925831202,0.6342351063844928,0.9836036583852474
Malacopteron magnum,100,400,100,172,9542,autogluon,0.9727520435967303,0.5220588235294118,0.6287479286188941,0.9838859794991438
Mecocerculus leucophrys,5,20,5,4,9542,linear_probe,0.9970656046950325,0.2222222222222222,0.9166666666666666,0.9999475781086181
Mecocerculus leucophrys,5,20,5,4,9542,autogluon,0.9997904003353595,0.75,0.8026315789473684,0.9996068358146362
Megabyas flammulatus,5,20,5,1,9542,linear_probe,0.9767344372249004,0.008928571428571428,1.0,1.0
Megabyas flammulatus,5,20,5,1,9542,autogluon,0.9984280025151959,0.11764705882352941,1.0,1.0
Meiglyptes tristis,5,20,5,13,9542,linear_probe,0.9134353385034584,0.03051643192488263,0.3836322137482296,0.9960686810303769
Meiglyptes tristis,5,20,5,13,9542,autogluon,0.9775728358834626,0.08547008547008547,0.5311144687763537,0.9903936969736109
Meiglyptes tristis,25,100,25,13,9542,linear_probe,0.9731712429260113,0.09219858156028368,0.6000386709304052,0.9978204186410714
Meiglyptes tristis,25,100,25,13,9542,autogluon,0.9955984070425488,0.36363636363636365,0.696161032892972,0.9988537016556746
Meiglyptes tukki,5,20,5,30,9542,linear_probe,0.9318801089918256,0.08192090395480225,0.5465689945871453,0.9938428651527894
Meiglyptes tukki,5,20,5,30,9542,autogluon,0.9953888073779082,0.4883720930232558,0.3885351916181568,0.9917279927109616
Meiglyptes tukki,25,100,25,30,9542,linear_probe,0.9918256130790191,0.4090909090909091,0.8453346105401448,0.9986403139893467
Meiglyptes tukki,25,100,25,30,9542,autogluon,0.9941312093900649,0.4909090909090909,0.7244763220844102,0.9976030277544155
Melanocorypha calandra,5,20,5,2,9542,linear_probe,0.9751624397400964,0.016597510373443983,0.09523809523809523,0.9954402515723271
Melanocorypha calandra,5,20,5,2,9542,autogluon,0.9974848040243136,0.07692307692307693,0.10483091787439613,0.9893343815513626
Merops apiaster,5,20,5,16,9542,linear_probe,0.9678264514776777,0.06116207951070336,0.3986566199285073,0.933025404157044
Merops apiaster,5,20,5,16,9542,autogluon,0.9986376021798365,0.3157894736842105,0.36272485353266515,0.955362297921478
Merops apiaster,25,100,25,16,9542,linear_probe,0.9623768601970237,0.06266318537859007,0.4928744607198506,0.9612967142557212
Merops apiaster,25,100,25,16,9542,autogluon,0.9982184028505554,0.48484848484848486,0.5059591807726085,0.9624514486668067
Merops viridis,5,20,5,3,9542,linear_probe,0.9930832110668623,0.08333333333333333,0.5555555555555556,0.9996505573610092
Merops viridis,5,20,5,3,9542,autogluon,0.9997904003353595,0.5,0.5909090909090908,0.9996505573610092
Metallura tyrianthina,5,20,5,1,9542,linear_probe,0.9950744078809474,0.04081632653061224,0.14285714285714285,0.9993711351011424
Metallura tyrianthina,5,20,5,1,9542,autogluon,0.9997904003353595,0.0,0.058823529411764705,0.9983754323446179
Micropternus brachyurus,5,20,5,40,9542,linear_probe,0.9884720184447705,0.42105263157894735,0.7545979601967561,0.9986739633761313
Micropternus brachyurus,5,20,5,40,9542,autogluon,0.9969608048627122,0.6813186813186813,0.6998907203891568,0.9980596190275731
Micropternus brachyurus,25,100,25,40,9542,linear_probe,0.9839656256549989,0.34334763948497854,0.7163306266991336,0.9982477373184593
Micropternus brachyurus,25,100,25,40,9542,autogluon,0.992559211905261,0.5298013245033113,0.7408939158455938,0.9984687434224373
Micropternus brachyurus,100,400,100,40,9542,linear_probe,0.9842800251519598,0.34782608695652173,0.7416421114260117,0.9986160808250895
Micropternus brachyurus,100,400,100,40,9542,autogluon,0.9913016139174178,0.484472049689441,0.7238163594605505,0.9985121553357188
Milvus migrans,5,20,5,7,9542,linear_probe,0.9814504296793125,0.03278688524590164,0.03968929906276915,0.9716383249681624
Milvus migrans,5,20,5,7,9542,autogluon,0.9992664011737581,0.0,0.03444571265266227,0.9255449846430444
Milvus migrans,25,100,25,7,9542,linear_probe,0.9313561098302243,0.017991004497751123,0.05164301522910215,0.9768671810622518
Milvus migrans,25,100,25,7,9542,autogluon,0.9950744078809474,0.11320754716981132,0.04334692072888128,0.9724623567308412
Mixornis gularis,5,20,5,238,9542,linear_probe,0.8796897924963321,0.2516297262059974,0.5735467625129337,0.9460121967961732
Mixornis gularis,5,20,5,238,9542,autogluon,0.978516034374345,0.24354243542435425,0.47854047009057765,0.9387516076938083
Mixornis gularis,25,100,25,238,9542,linear_probe,0.9436176902116956,0.4190064794816415,0.6367130628289438,0.9672554318373954
Mixornis gularis,25,100,25,238,9542,autogluon,0.9091385453783274,0.31245043616177637,0.642368967385223,0.9573423737508762
Mixornis gularis,100,400,100,238,9542,linear_probe,0.9594424648920562,0.5263157894736842,0.7567571434985826,0.9868087819822683
Mixornis gularis,100,400,100,238,9542,autogluon,0.978516034374345,0.6655791190864601,0.7853258089306691,0.9882374166347535
Mixornis kelleyi,5,20,5,18,9542,linear_probe,0.9856424229721232,0.20809248554913296,0.2312940569351281,0.9962084091651501
Mixornis kelleyi,5,20,5,18,9542,autogluon,0.9930832110668623,0.25,0.25216169763570984,0.9949630174063184
Mixornis kelleyi,25,100,25,18,9542,linear_probe,0.9740096415845735,0.1267605633802817,0.40125228000965013,0.996937561248775
Mixornis kelleyi,25,100,25,18,9542,autogluon,0.988681618109411,0.25,0.5821674627366795,0.9975296327406785
Momotus momota,5,20,5,4,9542,linear_probe,0.9921400125759798,0.0963855421686747,0.4896103896103896,0.9994495701404906
Momotus momota,5,20,5,4,9542,autogluon,0.9991616013414378,0.2,0.4526315789473684,0.9992660935206542
Monasa nigrifrons,5,20,5,6,9542,linear_probe,0.974219241249214,0.046511627906976744,0.5309640522875817,0.999196029082774
Monasa nigrifrons,5,20,5,6,9542,autogluon,0.9980088031859149,0.24,0.32508730640753114,0.9972560123042504
Monasa nigrifrons,25,100,25,6,9542,linear_probe,0.9670928526514357,0.03680981595092025,0.5310457516339869,0.9994232382550335
Monasa nigrifrons,25,100,25,6,9542,autogluon,0.991406413749738,0.1276595744680851,0.3960456813717683,0.9987503495525727
Motacilla alba,5,20,5,8,9542,linear_probe,0.9695032487948019,0.05211726384364821,0.32379080942721916,0.9960667086217746
Motacilla alba,5,20,5,8,9542,autogluon,0.9993712010060783,0.5,0.44906609814224596,0.9979088000839103
Motacilla alba,25,100,25,8,9542,linear_probe,0.9796688325298679,0.0761904761904762,0.6604662698412698,0.9982300188797986
Motacilla alba,25,100,25,8,9542,autogluon,0.9966464053657514,0.2727272727272727,0.5674283445772675,0.9984463499056011
Motacilla flava,5,20,5,29,9542,linear_probe,0.9933976105638231,0.4793388429752066,0.8643455344548141,0.9995867723659456
Motacilla flava,5,20,5,29,9542,autogluon,0.9987424020121568,0.7777777777777778,0.8887701989737754,0.9996085211887906
Motacilla flava,25,100,25,29,9542,linear_probe,0.9917208132466988,0.4233576642335766,0.9142467638500646,0.9997571381448979
Motacilla flava,25,100,25,29,9542,autogluon,0.9982184028505554,0.7733333333333333,0.9494536016925261,0.9998731318667377
Motacilla flava,100,400,100,29,9542,linear_probe,0.9936072102284637,0.48739495798319327,0.9358939771275301,0.9998078853982029
Motacilla flava,100,400,100,29,9542,autogluon,0.9979040033535946,0.7435897435897436,0.9611916855059851,0.9999039426991013
Muscicapa striata,5,20,5,16,9542,linear_probe,0.9905680150911759,0.26229508196721313,0.5264491136270323,0.9983007033382323
Muscicapa striata,5,20,5,16,9542,autogluon,0.9985328023475163,0.2222222222222222,0.5137483417544559,0.9973165546924209
Muscicapa striata,25,100,25,16,9542,linear_probe,0.9787256340389855,0.13617021276595745,0.5133356389842355,0.9979595318076843
Muscicapa striata,25,100,25,16,9542,autogluon,0.9944456088870258,0.273972602739726,0.3459244277916226,0.9941049496115894
Myiarchus ferox,5,20,5,5,9542,linear_probe,0.9819744288409139,0.054945054945054944,0.13417621594092183,0.9961832861486841
Myiarchus ferox,5,20,5,5,9542,autogluon,0.999580800670719,0.3333333333333333,0.21640565023203936,0.9619691726958163
Myiarchus tyrannulus,5,20,5,3,9542,linear_probe,0.9905680150911759,0.0625,0.13401875901875904,0.9976587343187615
Myiarchus tyrannulus,5,20,5,3,9542,autogluon,0.9981136030182352,0.1,0.0853494623655914,0.9975888457909634
Myioborus ornatus,5,20,5,15,9542,linear_probe,0.9870048207922867,0.18421052631578946,0.24753590004280593,0.9966971064693328
Myioborus ornatus,5,20,5,15,9542,autogluon,0.9980088031859149,0.45714285714285713,0.48620516269508307,0.9927434309506316
Myioborus ornatus,25,100,25,15,9542,linear_probe,0.989834416264934,0.224,0.7138282190580658,0.9984465204156608
Myioborus ornatus,25,100,25,15,9542,autogluon,0.9967512051980717,0.45614035087719296,0.7860722218309951,0.9987019348518247
Myiodynastes maculatus,5,20,5,3,9542,linear_probe,0.9869000209599664,0.04580152671755725,0.5642512077294686,0.9960512981794039
Myiodynastes maculatus,5,20,5,3,9542,autogluon,0.9993712010060783,0.4,0.20935220935220933,0.9887654191564454
Myiothlypis leucoblephara,5,20,5,15,9542,linear_probe,0.9727520435967303,0.10344827586206896,0.20139208624520422,0.9958433924635247
Myiothlypis leucoblephara,5,20,5,15,9542,autogluon,0.9984280025151959,0.2857142857142857,0.34754508246316695,0.9946677862915924
Myiothlypis leucoblephara,25,100,25,15,9542,linear_probe,0.9551456717669252,0.06550218340611354,0.3852431312905869,0.9944928448969595
Myiothlypis leucoblephara,25,100,25,15,9542,autogluon,0.9845944246489206,0.16,0.46381794007884586,0.9856198173611839
Myiothlypis nigrocristata,5,20,5,1,9542,linear_probe,0.9921400125759798,0.025974025974025976,0.14285714285714285,0.9993711351011424
Myiothlypis nigrocristata,5,20,5,1,9542,autogluon,0.9998952001676797,0.0,0.1111111111111111,0.9991615134681899
Myiozetetes cayanensis,5,20,5,1,9542,linear_probe,0.9904632152588556,0.0,0.009433962264150943,0.9889948642699926
Myiozetetes cayanensis,5,20,5,1,9542,autogluon,0.9987424020121568,0.0,0.0032258064516129032,0.9689235929147888
Nemosia pileata,5,20,5,1,9542,linear_probe,0.9930832110668623,0.029411764705882353,1.0,1.0
