species,target_pos,n_train,n_train_pos,n_test_pos,n_test,model,accuracy,f1,average_precision,auroc
Nemosia pileata,5,20,5,1,9542,autogluon,0.9987424020121568,0.14285714285714285,0.3333333333333333,0.9997903783670475
Neocossyphus fraseri,5,20,5,27,9542,linear_probe,0.9495912806539509,0.0975609756097561,0.2676410514291078,0.9905762830618322
Neocossyphus fraseri,5,20,5,27,9542,autogluon,0.9965416055334312,0.26666666666666666,0.25748355714591625,0.9839648897452365
Neocossyphus fraseri,25,100,25,27,9542,linear_probe,0.973800041919933,0.16666666666666666,0.4555570194267023,0.9943481053307642
Neocossyphus fraseri,25,100,25,27,9542,autogluon,0.9893104171033327,0.19047619047619047,0.20306318769678977,0.9808080808080808
Neocossyphus poensis,5,20,5,10,9542,linear_probe,0.9911968140850974,0.19230769230769232,0.8597744360902254,0.999748216533781
Neocossyphus poensis,5,20,5,10,9542,autogluon,0.9992664011737581,0.6666666666666666,0.747181414475935,0.9983634074695762
Neocossyphus poensis,25,100,25,10,9542,linear_probe,0.9908824145881366,0.18691588785046728,0.9769230769230769,0.9999685270667227
Neocossyphus poensis,25,100,25,10,9542,autogluon,0.999580800670719,0.8333333333333334,0.9769230769230769,0.9999737725556022
Nicator chloris,5,20,5,22,9542,linear_probe,0.9707608467826452,0.11987381703470032,0.4691565687397511,0.9878151260504202
Nicator chloris,5,20,5,22,9542,autogluon,0.9982184028505554,0.37037037037037035,0.42372366805275846,0.9777645148968679
Nicator chloris,25,100,25,22,9542,linear_probe,0.982812827499476,0.19607843137254902,0.5543198951468692,0.9935399159663866
Nicator chloris,25,100,25,22,9542,autogluon,0.9954936072102285,0.24561403508771928,0.33630245936640396,0.9865211993888463
Nothocercus julius,5,20,5,16,9542,linear_probe,0.9958080067071893,0.42857142857142855,0.508413949981642,0.9981235565819861
Nothocercus julius,5,20,5,16,9542,autogluon,0.9983232026828757,0.38461538461538464,0.4068081774052469,0.9961126128490447
Nothocercus julius,25,100,25,16,9542,linear_probe,0.9911968140850974,0.27586206896551724,0.4260171678956281,0.9979660927986563
Nothocercus julius,25,100,25,16,9542,autogluon,0.99612240620415,0.4307692307692308,0.41890182372687135,0.9981891664917069
Nyctibius griseus,5,20,5,1,9542,linear_probe,0.9702368476210438,0.006993006993006993,1.0,1.0
Nyctibius griseus,5,20,5,1,9542,autogluon,0.9988472018444771,0.15384615384615385,0.25,0.9996855675505714
Nycticorax nycticorax,5,20,5,4,9542,linear_probe,0.9844896248166003,0.05128205128205128,0.6916666666666667,0.9994233591947997
Nycticorax nycticorax,5,20,5,4,9542,autogluon,0.9997904003353595,0.6666666666666666,0.8166666666666667,0.9997378905430908
Oenanthe cypriaca,5,20,5,8,9542,linear_probe,0.8102075036679941,0.00875752599890531,0.15013251195733082,0.9673799035032515
Oenanthe cypriaca,5,20,5,8,9542,autogluon,0.9913016139174178,0.06741573033707865,0.041896798317669445,0.9716409691629956
Oreolais pulcher,5,20,5,75,9542,linear_probe,0.9658352546635925,0.27555555555555555,0.20828728808584096,0.9811330586951165
Oreolais pulcher,5,20,5,75,9542,autogluon,0.992559211905261,0.12345679012345678,0.1937717649679644,0.9363543537199395
Oreolais pulcher,25,100,25,75,9542,linear_probe,0.9614336617061413,0.28957528957528955,0.3490749190197954,0.9891271434104433
Oreolais pulcher,25,100,25,75,9542,autogluon,0.9895200167679732,0.4318181818181818,0.3297022661100813,0.9884687158902855
Oreolais pulcher,100,400,100,75,9542,linear_probe,0.9631104590232655,0.2903225806451613,0.4772831698081301,0.9917242350621457
Oreolais pulcher,100,400,100,75,9542,autogluon,0.989100817438692,0.5229357798165137,0.5108392621011297,0.9929706700468293
Oreolais rufogularis,5,20,5,4,9542,linear_probe,0.978516034374345,0.03755868544600939,0.4103238866396761,0.9991350387921997
Oreolais rufogularis,5,20,5,4,9542,autogluon,0.9989520016767973,0.2857142857142857,0.381517094017094,0.998886034808136
Oriolus brachyrynchus,5,20,5,43,9542,linear_probe,0.9758960385663383,0.22297297297297297,0.6109336831341857,0.9878983589459845
Oriolus brachyrynchus,5,20,5,43,9542,autogluon,0.9964368057011109,0.45161290322580644,0.4627565690431383,0.9791765106241294
Oriolus brachyrynchus,25,100,25,43,9542,linear_probe,0.9804024313561098,0.2889733840304182,0.759758722722549,0.9938133022570308
Oriolus brachyrynchus,25,100,25,43,9542,autogluon,0.9945504087193461,0.5666666666666667,0.7165145209098814,0.9841048139706261
Oriolus brachyrynchus,100,400,100,43,9542,linear_probe,0.9744288409138545,0.2606060606060606,0.8001762273745753,0.9979043081646293
Oriolus brachyrynchus,100,400,100,43,9542,autogluon,0.9697128484594425,0.22933333333333333,0.7985267002198935,0.9976949838049048
Oriolus chinensis,5,20,5,2,9542,linear_probe,0.9782016348773842,0.018867924528301886,0.20238095238095238,0.9985324947589098
Oriolus chinensis,5,20,5,2,9542,autogluon,0.9938168098931042,0.03278688524590164,0.11204819277108434,0.9956498951781971
Oriolus nigripennis,5,20,5,4,9542,linear_probe,0.9974848040243136,0.25,0.9166666666666666,0.9999475781086181
Oriolus nigripennis,5,20,5,4,9542,autogluon,0.9998952001676797,0.8571428571428571,0.7954545454545454,0.9995806248689452
Oriolus oriolus,5,20,5,27,9542,linear_probe,0.9568224690840494,0.07623318385650224,0.27300794978914256,0.9371557579650065
Oriolus oriolus,5,20,5,27,9542,autogluon,0.9974848040243136,0.2,0.3203742514752923,0.8881960257682802
Oriolus oriolus,25,100,25,27,9542,linear_probe,0.9116537413540138,0.05387205387205387,0.4087971540942404,0.9766567408185906
Oriolus oriolus,25,100,25,27,9542,autogluon,0.9945504087193461,0.3157894736842105,0.385752646002822,0.9679687043848894
Oriolus oriolus,100,400,100,27,9542,linear_probe,0.9544120729406833,0.10677618069815195,0.4729878674844178,0.9881123372452852
Oriolus oriolus,100,400,100,27,9542,autogluon,0.9676168518130371,0.1392757660167131,0.4899275493910773,0.9893423639088379
Oriolus xanthonotus,5,20,5,32,9542,linear_probe,0.9789352337036261,0.14468085106382977,0.1403318999943299,0.8469111461619349
Oriolus xanthonotus,5,20,5,32,9542,autogluon,0.9965416055334312,0.1951219512195122,0.16992375853900207,0.8299848843322818
Oriolus xanthonotus,25,100,25,32,9542,linear_probe,0.9448752881995389,0.10238907849829351,0.24783841844923038,0.985771556256572
Oriolus xanthonotus,25,100,25,32,9542,autogluon,0.9246489205617271,0.07702182284980745,0.18368586498296366,0.9836372896950578
Oriolus xanthonotus,100,400,100,32,9542,linear_probe,0.9562984699224482,0.12943632567849686,0.3582453173937182,0.9900170872765509
Oriolus xanthonotus,100,400,100,32,9542,autogluon,0.9832320268287571,0.22330097087378642,0.2437076957919298,0.9879666140904312
Ortalis canicollis,5,20,5,22,9542,linear_probe,0.9969608048627122,0.49122807017543857,0.6499341674610828,0.9589524446142093
Ortalis canicollis,5,20,5,22,9542,autogluon,0.9988472018444771,0.6666666666666666,0.6495460103888343,0.9567131398013751
Ortalis canicollis,25,100,25,22,9542,linear_probe,0.9881576189478097,0.25165562913907286,0.7286111916311272,0.9938932391138274
Ortalis canicollis,25,100,25,22,9542,autogluon,0.9974848040243136,0.5714285714285714,0.7240959965968784,0.9909854851031322
Orthotomus atrogularis,5,20,5,99,9542,linear_probe,0.978096835045064,0.40793201133144474,0.3235305817117487,0.9193010267880543
Orthotomus atrogularis,5,20,5,99,9542,autogluon,0.9897296164326137,0.10909090909090909,0.33178779506125894,0.9199631601410696
Orthotomus atrogularis,25,100,25,99,9542,linear_probe,0.9696080486271222,0.36403508771929827,0.38946345619123096,0.9778254856090289
Orthotomus atrogularis,25,100,25,99,9542,autogluon,0.9880528191154894,0.44660194174757284,0.33205820867067376,0.9745287247140472
Orthotomus atrogularis,100,400,100,99,9542,linear_probe,0.9643680570111088,0.3584905660377358,0.5360620456527933,0.9910189472828465
Orthotomus atrogularis,100,400,100,99,9542,autogluon,0.9579752672395724,0.32377740303541314,0.4784389621225801,0.9894224464276354
Orthotomus ruficeps,5,20,5,8,9542,linear_probe,0.9756864389016977,0.06451612903225806,0.48492529399901324,0.9951882735473044
Orthotomus ruficeps,5,20,5,8,9542,autogluon,0.99612240620415,0.24489795918367346,0.3235907997739712,0.9960273757079925
Orthotomus ruficeps,25,100,25,8,9542,linear_probe,0.9725424439320897,0.05755395683453238,0.36995477300657853,0.9940082861338367
Orthotomus ruficeps,25,100,25,8,9542,autogluon,0.9863760217983651,0.09722222222222222,0.5576030426020491,0.995076830291588
Orthotomus sericeus,5,20,5,37,9542,linear_probe,0.9913016139174178,0.4429530201342282,0.735387021462767,0.9927833146139301
Orthotomus sericeus,5,20,5,37,9542,autogluon,0.997275204359673,0.4583333333333333,0.6496726404330315,0.9769594950026302
Orthotomus sericeus,25,100,25,37,9542,linear_probe,0.9844896248166003,0.32727272727272727,0.9526838391806044,0.997708176350996
Orthotomus sericeus,25,100,25,37,9542,autogluon,0.9705512471180046,0.20396600566572237,0.9478684506960038,0.9973840226338911
Orthotomus sericeus,100,400,100,37,9542,linear_probe,0.9936072102284637,0.5413533834586466,0.9573269987199967,0.9977764192388074
Orthotomus sericeus,100,400,100,37,9542,autogluon,0.9983232026828757,0.8181818181818182,0.94953768161003,0.998746036936463
Otus scops,5,20,5,4,9542,linear_probe,0.9784112345420247,0.037383177570093455,0.6875,0.9997378905430908
Otus scops,5,20,5,4,9542,autogluon,0.9988472018444771,0.35294117647058826,0.4117647058823529,0.9977851750891171
Parus major,5,20,5,288,9542,linear_probe,0.7628379794592328,0.1731823164048228,0.27012402147022513,0.8859768598563984
Parus major,5,20,5,288,9542,autogluon,0.8414378536994341,0.19989423585404548,0.16795594305748718,0.8714088352184042
Parus major,25,100,25,288,9542,linear_probe,0.9502200796478726,0.44051825677267376,0.5395209391656993,0.9411988509473382
Parus major,25,100,25,288,9542,autogluon,0.912492140012576,0.33992094861660077,0.5079261308901706,0.9393145306534112
Parus major,100,400,100,288,9542,linear_probe,0.9460280863550619,0.4607329842931937,0.6372674271249102,0.9466405668419663
Parus major,100,400,100,288,9542,autogluon,0.9796688325298679,0.5975103734439834,0.5996663937006845,0.9496418965972673
Passer domesticus,5,20,5,73,9542,linear_probe,0.9838608258226786,0.17204301075268819,0.11198108854039204,0.924691531269304
Passer domesticus,5,20,5,73,9542,autogluon,0.9924544120729407,0.02702702702702703,0.12037645243431477,0.8997738836318078
Passer domesticus,25,100,25,73,9542,linear_probe,0.9561936700901279,0.18359375,0.2479666631269314,0.9511007078614138
Passer domesticus,25,100,25,73,9542,autogluon,0.9509536784741145,0.1702127659574468,0.27815393206196964,0.9534689259978849
Passer domesticus,100,400,100,73,9542,linear_probe,0.9549360721022846,0.22939068100358423,0.38465515607804024,0.9794686916354305
Passer domesticus,100,400,100,73,9542,autogluon,0.94141689373297,0.191027496382055,0.3953637638960885,0.9800958282036407
Passer hispaniolensis,5,20,5,3,9542,linear_probe,0.9945504087193461,0.07142857142857142,0.5013297872340425,0.9737568578117902
Passer hispaniolensis,5,20,5,3,9542,autogluon,0.9997904003353595,0.5,0.6676309868209578,0.9655274836635567
Patagioenas cayennensis,5,20,5,48,9542,linear_probe,0.9576608677426116,0.1721311475409836,0.40904112525270864,0.9847645003862088
Patagioenas cayennensis,5,20,5,48,9542,autogluon,0.9930832110668623,0.25,0.21502690356212942,0.9707830822975915
Patagioenas cayennensis,25,100,25,48,9542,linear_probe,0.9649968560050304,0.21226415094339623,0.40860977324938846,0.9908538726213048
Patagioenas cayennensis,25,100,25,48,9542,autogluon,0.981660029343953,0.27385892116182575,0.25907875774368266,0.9817384663998315
Patagioenas cayennensis,100,400,100,48,9542,linear_probe,0.9644728568434291,0.21345707656612528,0.6266985228622133,0.9938645460290709
Patagioenas cayennensis,100,400,100,48,9542,autogluon,0.9793544330329071,0.2939068100358423,0.5045468696873697,0.9922121866441964
Pelargopsis capensis,5,20,5,78,9542,linear_probe,0.9754768392370572,0.19863013698630136,0.34318495763077933,0.9081065630621843
Pelargopsis capensis,5,20,5,78,9542,autogluon,0.9923496122406205,0.12048192771084337,0.27332326679605784,0.8718131597199644
Pelargopsis capensis,25,100,25,78,9542,linear_probe,0.9473904841752253,0.21069182389937108,0.32441658284249864,0.9738360751674361
Pelargopsis capensis,25,100,25,78,9542,autogluon,0.9918256130790191,0.0,0.34626601481475827,0.940874460844875
Pelargopsis capensis,100,400,100,78,9542,linear_probe,0.9573464682456508,0.2640144665461121,0.47311516464076625,0.9893157877625334
Pelargopsis capensis,100,400,100,78,9542,autogluon,0.9734856424229721,0.3659147869674185,0.5301490862010683,0.9907910137200079
Pellorneum bicolor,5,20,5,314,9542,linear_probe,0.8383986585621463,0.2671102661596958,0.24779226416895964,0.9254688030613005
Pellorneum bicolor,5,20,5,314,9542,autogluon,0.9675120519807169,0.24390243902439024,0.34143288793324245,0.9331122186974563
Pellorneum bicolor,25,100,25,314,9542,linear_probe,0.8931041710333264,0.35279187817258884,0.3445227748247611,0.9518272413783584
Pellorneum bicolor,25,100,25,314,9542,autogluon,0.947285684342905,0.41443538998835855,0.34630494576775317,0.9419207397038645
Pellorneum bicolor,100,400,100,314,9542,linear_probe,0.9352337036260742,0.48327759197324416,0.6966413432247976,0.9794739908172028
Pellorneum bicolor,100,400,100,314,9542,autogluon,0.9357577027876756,0.4791843670348343,0.6430675075606169,0.9776238338592873
Pellorneum capistratum,5,20,5,12,9542,linear_probe,0.9820792286732342,0.12307692307692308,0.5993358128226549,0.9990818467995803
Pellorneum capistratum,5,20,5,12,9542,autogluon,0.9963320058687906,0.4067796610169492,0.5568464171180639,0.9991080797481637
Pellorneum capistratum,25,100,25,12,9542,linear_probe,0.9817648291762733,0.12121212121212122,0.5990527947571291,0.9993878978663868
Pellorneum capistratum,25,100,25,12,9542,autogluon,0.9908824145881366,0.21621621621621623,0.7587500000000001,0.9995715285064708
Pellorneum malaccense,5,20,5,190,9542,linear_probe,0.9439320897086565,0.33374844333748444,0.42096776886828885,0.9529748773130431
Pellorneum malaccense,5,20,5,190,9542,autogluon,0.9801928316914693,0.04060913705583756,0.23395471957387165,0.909151433974157
Pellorneum malaccense,25,100,25,190,9542,linear_probe,0.9600712638859777,0.43219076005961254,0.5210512692358318,0.958378731259286
Pellorneum malaccense,25,100,25,190,9542,autogluon,0.9800880318591491,0.0,0.26060990590844685,0.9256736526946108
Pellorneum malaccense,100,400,100,190,9542,linear_probe,0.9477048836721861,0.39515151515151514,0.6052358816315142,0.9770581018414298
Pellorneum malaccense,100,400,100,190,9542,autogluon,0.9830224271641166,0.5714285714285714,0.6293172356751674,0.9781493404169105
Pellorneum rostratum,5,20,5,80,9542,linear_probe,0.9772584363865018,0.26936026936026936,0.29794042508782087,0.954407102092581
Pellorneum rostratum,5,20,5,80,9542,autogluon,0.9916160134143785,0.0,0.08331204486783328,0.9101141407736208
Pellorneum rostratum,25,100,25,80,9542,linear_probe,0.905470551247118,0.14258555133079848,0.41574528548245543,0.9715625660536885
Pellorneum rostratum,25,100,25,80,9542,autogluon,0.966778453154475,0.25059101654846333,0.36430108412746764,0.954395212428662
Pellorneum rostratum,100,400,100,80,9542,linear_probe,0.9310417103332634,0.1896551724137931,0.4705854103415287,0.983981980553794
Pellorneum rostratum,100,400,100,80,9542,autogluon,0.9794592328652274,0.36363636363636365,0.5236211567726252,0.9845143732826042
Pellorneum ruficeps,5,20,5,19,9542,linear_probe,0.9707608467826452,0.10862619808306709,0.11500249937526967,0.9863433128658041
Pellorneum ruficeps,5,20,5,19,9542,autogluon,0.991406413749738,0.1276595744680851,0.10205555454153074,0.9851882146824587
Pellorneum ruficeps,25,100,25,19,9542,linear_probe,0.9693984489624816,0.11515151515151516,0.19010237569314234,0.991847991289786
Pellorneum ruficeps,25,100,25,19,9542,autogluon,0.981660029343953,0.16267942583732056,0.13571043244240294,0.9895737190292755
Pellorneum tickelli,5,20,5,2,9542,linear_probe,0.9996856005030392,0.5714285714285714,1.0,1.0
Pellorneum tickelli,5,20,5,2,9542,autogluon,0.9998952001676797,0.6666666666666666,1.0,1.0
Penelope montagnii,5,20,5,6,9542,linear_probe,0.9965416055334312,0.26666666666666666,0.7759259259259259,0.9997902684563759
Penelope montagnii,5,20,5,6,9542,autogluon,0.999580800670719,0.6,0.6719001610305958,0.9986717002237137
Penelope montagnii,25,100,25,6,9542,linear_probe,0.992559211905261,0.14457831325301204,0.7056267806267805,0.9997553131991052
Penelope montagnii,25,100,25,6,9542,autogluon,0.9985328023475163,0.46153846153846156,0.8416666666666666,0.999895134228188
Pericrocotus speciosus,5,20,5,48,9542,linear_probe,0.9834416264933976,0.373015873015873,0.48994169229465967,0.9944372761744259
Pericrocotus speciosus,5,20,5,48,9542,autogluon,0.9942360092223852,0.26666666666666666,0.31998501393723894,0.9899212660627765
Pericrocotus speciosus,25,100,25,48,9542,linear_probe,0.976944036889541,0.3037974683544304,0.4592736398413894,0.9945864932237904
Pericrocotus speciosus,25,100,25,48,9542,autogluon,0.9873192202892476,0.39800995024875624,0.38161973805842037,0.9936045133768696
Pericrocotus speciosus,100,400,100,48,9542,linear_probe,0.9804024313561098,0.3392226148409894,0.44219333493454493,0.9946962116424408
Pericrocotus speciosus,100,400,100,48,9542,autogluon,0.9856424229721232,0.38565022421524664,0.45222337675201474,0.9941673688645459
Periparus ater,5,20,5,274,9542,linear_probe,0.6856005030391952,0.1520633126059921,0.6778679156566694,0.9607869003777221
Periparus ater,5,20,5,274,9542,autogluon,0.9653112555019912,0.4669887278582931,0.4844781809314395,0.9504920785435482
Periparus ater,25,100,25,274,9542,linear_probe,0.9723328442674491,0.6597938144329897,0.8984096551599998,0.9885289308790314
Periparus ater,25,100,25,274,9542,autogluon,0.9872144204569273,0.7393162393162394,0.8154403115363974,0.9812501378260965
Periparus ater,100,400,100,274,9542,linear_probe,0.9826032278348354,0.7621776504297995,0.9451573585142847,0.9966610643639995
